"project_id","ENSG00000107625","ENSG00000141644","ENSG00000160058","ENSG00000111361","ENSG00000136682","ENSG00000110696","ENSG00000198060","ENSG00000160785","ENSG00000186001","ENSG00000125779","ENSG00000166170","ENSG00000163374","ENSG00000169180","ENSG00000035928","ENSG00000143971","ENSG00000120709","ENSG00000101654","ENSG00000100461","ENSG00000187866","ENSG00000137764","ENSG00000166716","ENSG00000105879","ENSG00000144848","ENSG00000114416","ENSG00000091542"
"TCGA-OV",2209,3252,6411,2782,471,7371,2519,2077,3686,1402,4001,3331,9977,2735,748,2642,2988,4875,1848,1212,5625,2400,4153,7976,5405
"TCGA-OV",2033,4649,7763,3594,1351,7420,2875,4613,3659,2262,5240,4787,11416,4183,1514,5088,2836,6997,1969,1862,10564,2845,4701,7550,7302
"TCGA-OV",1256,1649,3088,2135,429,5243,1678,1017,2000,816,2303,1829,2995,1332,631,1410,1457,3112,1210,539,1650,1276,1743,3877,1887
"TCGA-OV",2644,2792,9516,4273,1050,8460,5616,3815,1622,1276,6159,3855,4970,1742,1040,2574,5085,3865,1103,915,1963,3514,4586,6012,7084
"TCGA-OV",2133,3864,8523,5871,958,12365,3411,4513,4427,1553,4628,4919,10938,6174,1177,4702,2317,10701,2059,1774,5863,3652,4891,12676,6851
"TCGA-OV",3391,2697,10206,2405,1892,15166,6337,4475,4472,1802,5780,7247,4142,1809,706,4362,2120,3725,538,2430,9456,4406,5228,10744,4199
"TCGA-OV",3381,3464,5810,5180,1311,16460,2843,4980,3479,2596,6999,6414,10680,3677,1673,5589,4848,4544,2611,2926,7139,3160,4215,9544,6464
"TCGA-OV",1505,5906,9644,5016,1126,7605,2382,7241,1920,1935,4750,5647,8659,7805,133,3060,4572,3986,1007,1142,4802,2189,3856,6415,6844
"TCGA-OV",3362,3962,4312,3376,984,6606,3524,4054,2691,1725,4965,4880,5011,2475,1287,7637,3305,9958,2468,1011,8192,3585,3378,13328,6453
"TCGA-OV",1805,3062,3638,3023,334,5276,2951,1522,1120,1032,2649,1932,5008,2818,745,2824,2881,2847,1040,1236,2473,1676,2732,4568,3808
"TCGA-OV",1357,1256,3088,1180,389,5174,2221,1239,1630,1065,3095,1418,5290,1843,940,2041,1825,3942,829,898,2326,2171,1502,3327,2482
"TCGA-OV",1247,4186,6408,2019,907,4314,1964,1995,2934,1577,3917,2860,5705,3656,913,2071,3609,5704,1764,589,2401,2394,2512,5924,6112
"TCGA-OV",4497,5954,9157,8022,1471,7987,5364,5418,5199,2091,8605,5529,18906,8034,2263,3645,8930,5724,2250,1824,6874,5338,6285,13600,6011
"TCGA-OV",1288,2456,6077,1774,862,5354,2329,2795,2254,839,1772,3703,4411,1739,534,2048,2034,1795,680,584,1607,1561,1853,6039,4957
"TCGA-OV",1239,2991,4051,1449,634,3245,1495,2036,1559,1446,2507,3034,5028,1684,648,2886,1934,3205,887,1163,3394,1975,3056,5917,4218
"TCGA-OV",1694,4507,6001,2916,836,5147,1341,2669,3540,1537,2079,2826,5406,3085,897,2935,3060,4817,856,873,1923,2164,2944,10869,4641
"TCGA-OV",1818,2521,5794,3169,1168,6344,1562,4093,2793,1943,3665,4958,8289,2771,1597,4001,5875,10036,1168,1732,14489,2647,2565,8012,7007
"TCGA-OV",2432,6024,7309,2507,1182,9905,2311,3145,2899,2106,8178,5432,11858,3973,1271,5030,4033,6979,2238,782,6130,3171,3199,8873,7547
"TCGA-OV",1821,4846,10656,4273,1072,4216,2048,2771,2512,1477,3196,4927,9136,2891,769,2698,2726,8312,1359,1199,3523,2642,3742,7573,3743
"TCGA-OV",1597,2594,6164,3375,601,7552,1818,1839,2635,2265,2408,2394,6273,2218,797,3824,3183,4629,1054,865,2736,2738,3378,7398,5857
"TCGA-OV",1787,3066,6149,3951,1141,5796,2917,3887,1672,2000,6516,5803,9683,3455,956,1922,2902,5167,2893,1613,6967,3043,4068,3863,4556
"TCGA-OV",3664,4497,8563,7494,1800,11206,4883,5402,3005,2106,5386,7049,9212,1911,1331,7881,8323,13462,2494,1058,4264,4005,3989,9467,6874
"TCGA-OV",3471,3641,15146,5156,1839,13829,5939,3843,2821,2248,5537,4289,11849,3546,2185,3839,5689,9433,3050,992,8800,5439,4570,6485,8657
"TCGA-OV",3804,3555,3230,4605,797,13870,3849,5463,3756,1902,4167,9575,5074,3765,1270,4706,4053,7773,1640,1654,4104,3555,3281,10532,6300
"TCGA-OV",2422,5081,13162,5858,1160,7276,3255,4889,2089,1504,3932,4214,6842,3050,1751,4220,4916,4922,1442,1013,3156,2650,4718,7431,15005
"TCGA-OV",2330,5288,6785,5914,915,10109,2971,4635,3414,2429,3479,6693,8723,5809,1277,4209,3055,8511,1554,1061,3872,3335,4090,12299,10204
"TCGA-OV",4042,2861,9492,3395,1308,13185,7154,5031,3601,3037,4185,7110,9939,4010,2146,3714,6004,19087,1817,1887,7286,4593,6710,10598,8513
"TCGA-OV",3673,3589,7927,5246,946,9984,4447,4137,3525,2802,11179,5118,8121,2635,1786,7094,3478,6919,2265,1603,4501,6629,4721,6905,6750
"TCGA-OV",2096,3902,5463,3939,976,6489,3944,3656,3375,4184,2909,3732,4308,2060,830,2887,3633,5577,1287,876,3306,2906,6658,10257,6055
"TCGA-OV",3359,3366,9418,3455,776,7904,3727,2801,2649,1391,3332,3554,5351,1823,774,3578,4866,3464,1141,839,5699,3136,3350,7067,5485
"TCGA-OV",2660,3203,7463,2378,1257,10790,5972,3269,4032,2099,8016,4424,9755,3692,1163,8221,4809,6138,2344,2600,13120,2461,7474,10242,5611
"TCGA-OV",2350,3021,2787,3175,853,6640,3157,2921,3322,2448,3703,2781,7343,2635,1440,3814,3185,3929,1623,1300,3829,2130,3101,6222,6374
"TCGA-OV",2987,1879,4347,4033,847,7677,4565,4246,3866,3449,5908,5278,7557,4422,993,4290,4538,15507,1390,2182,10830,3463,3752,12028,10033
"TCGA-OV",3064,5188,6962,3994,897,10472,5097,3159,4777,2860,5469,3398,9308,4302,1932,5496,5248,8729,2407,1256,6146,4041,4433,11958,7293
"TCGA-OV",1521,2948,3116,1679,787,4708,2664,1677,818,1197,2803,2562,6452,2012,628,1837,1217,3954,1600,553,3154,1458,4189,3289,2873
"TCGA-OV",3421,4572,4131,3493,1208,7439,3586,3260,2242,2095,4999,3634,7596,2282,1234,4611,5679,5773,1354,1383,4131,2746,3964,20130,4749
"TCGA-OV",2904,1495,8131,2476,1058,14989,3769,2920,1966,1734,4800,4321,11321,3893,1499,5300,4574,8873,1453,1671,4761,1590,2643,11414,6312
"TCGA-OV",2314,2038,5829,3453,907,11285,4534,3532,2185,1697,3652,4564,10136,2648,982,3706,10662,6634,1506,1382,4945,1937,2961,7863,4984
"TCGA-OV",3006,2435,3642,3218,892,7964,3107,2239,1624,2126,2145,2691,5442,1558,1038,2667,2681,3113,833,749,2864,1767,4640,7161,3260
"TCGA-OV",4561,8573,10329,7075,1550,13491,4064,5453,6586,2714,5933,8528,14915,5434,1944,6446,8181,24670,1020,2037,8359,4507,7183,24068,12977
"TCGA-OV",1874,2588,6417,3164,559,5205,2757,2948,1549,1244,2388,2525,7288,3356,692,4443,2180,3939,1496,916,4617,1513,1743,3834,5122
"TCGA-OV",3414,6003,9792,3205,1431,13378,5124,3598,4266,2654,5286,5846,11786,6562,2819,8002,5669,7561,2421,2767,5977,3591,8857,14922,8159
"TCGA-OV",5135,3033,4499,6655,697,8382,4528,2643,1965,2084,2548,2321,7766,2577,1135,3907,6144,3635,868,1532,5453,1992,3230,7115,5094
"TCGA-OV",2459,3014,3161,3376,624,8058,2953,2430,2330,1560,2494,3274,5665,3791,916,2028,3083,6671,1411,1119,2263,2890,4753,9680,2787
"TCGA-OV",2554,3666,6877,1630,845,4178,5163,2943,1239,1790,1471,2027,4937,2036,731,1977,2097,4424,977,1532,2565,2548,3113,4248,5160
"TCGA-OV",1578,3325,3665,3288,683,6138,1734,1817,2273,1273,2520,2008,4284,2699,677,1553,2783,4096,964,1048,3383,1415,2879,6272,4788
"TCGA-OV",2257,5660,7258,4668,1018,10089,4134,3825,2782,1693,4569,4454,10705,4082,2690,5840,4706,5959,1041,1995,6752,2188,3832,10798,4263
"TCGA-OV",1726,2155,3883,1588,617,7026,2333,1877,1191,1084,3470,2134,4840,1784,729,3415,1456,2545,1019,1369,3897,2505,2867,3977,3037
"TCGA-OV",2552,5449,9459,3872,795,10299,6845,3397,3471,2354,3221,3917,7003,3320,829,3211,2799,5797,2292,1130,3266,1940,3704,11821,6575
"TCGA-OV",1859,2517,5359,2862,682,8928,1738,3028,3012,1537,4263,4881,6109,3023,1380,4338,1881,7092,1936,1545,4562,2034,2750,9748,3896
"TCGA-OV",1540,3414,3244,1695,830,4133,2051,2384,1654,965,3058,2623,6014,1217,652,2939,2705,3640,1017,893,1943,1853,3022,4844,2895
"TCGA-OV",2739,3351,3328,4669,646,12083,3062,1811,1944,1405,4775,3840,5050,2177,889,2249,2791,4073,2199,2242,2543,2051,3870,6512,4400
"TCGA-OV",3231,3440,9501,4946,540,18356,6267,4309,3543,1236,3579,4415,4622,2595,867,3411,3910,6091,1165,1457,2681,2806,5104,12646,3885
"TCGA-OV",3201,6897,7320,4726,1104,9280,5067,5707,3030,3847,3345,6557,10024,3103,698,2803,5684,6371,1117,1206,4740,4216,4763,14044,6548
"TCGA-OV",3258,1916,7352,5238,1355,22938,2837,2532,1183,1694,4612,3699,5175,3275,1823,2327,3652,5267,2172,1745,1065,3390,4692,7694,4177
"TCGA-OV",5416,4996,13546,8741,1798,10732,9790,5431,3336,3945,7403,5775,7148,5393,2138,7783,3447,7828,1684,3700,7059,5181,5676,18222,13664
"TCGA-OV",3004,6503,20615,5242,1371,10885,4107,4092,5947,3271,2860,4064,8488,4420,1838,5616,6389,10179,1339,1432,5420,3697,7071,13568,13277
"TCGA-OV",2191,1145,3572,3683,1087,11497,4693,1462,702,750,3320,1345,2254,1180,895,1644,1234,5283,1272,717,1450,2336,3816,4358,2238
"TCGA-OV",4654,5877,10307,7663,920,12601,7802,7685,3918,1709,7426,9775,10930,6798,3256,6422,7509,15159,2638,1729,5848,3164,7419,13106,7912
"TCGA-OV",3664,6396,8106,4279,1086,11400,4362,3526,2629,1474,7512,4659,5903,3306,1338,3712,4264,4188,1601,2073,7453,3586,3939,10608,5273
"TCGA-OV",2550,5743,11488,4001,819,8795,3433,4406,4487,2176,3388,6761,7533,3602,1128,4041,3535,5298,1381,1182,4302,2056,10127,12382,7520
"TCGA-OV",1817,3676,6042,1802,697,4312,2100,5310,2419,1173,3606,4776,7306,2514,546,1718,5114,5070,1061,618,3624,2213,2707,6835,4875
"TCGA-OV",1817,2824,4917,5004,722,13170,2765,3081,829,733,2243,3140,4239,2819,418,3355,2361,4146,1326,1565,2061,3008,6437,5019,3162
"TCGA-OV",5562,3348,3919,5364,1345,11561,4501,5443,2637,1830,10863,4412,6042,3156,1494,5250,2966,9402,3479,938,1950,4332,6282,7779,9249
"TCGA-OV",3202,4065,8673,3118,1048,9921,2845,4049,2585,3094,5160,5339,16000,6349,1017,6154,4222,5316,1864,1588,4547,2584,4193,16122,13103
"TCGA-OV",1619,1048,2062,1257,511,7553,2402,1202,327,900,2767,1463,3345,900,516,1326,709,2162,814,941,1759,1477,2440,4260,2316
"TCGA-OV",1828,1620,4194,2845,591,8446,2628,1670,1122,2012,1663,2319,4025,1676,1326,1337,2203,4777,1447,450,2177,1570,6962,9328,5020
"TCGA-OV",2162,2382,9158,4032,978,9379,2945,3582,1184,1299,6620,4981,5503,3500,766,5134,2096,3508,1362,877,1589,2649,5765,11820,6271
"TCGA-OV",1326,1298,1959,1152,294,4298,1196,587,923,549,1173,1170,2447,538,328,956,886,1623,473,340,845,989,2388,3492,2388
"TCGA-OV",2114,4510,7759,5284,787,8904,3188,3028,1710,2026,4043,2593,7578,3696,1692,3147,4538,5238,1516,1442,3182,2726,3811,9494,6138
"TCGA-OV",1442,2408,5485,2375,1002,9583,2340,2789,2461,935,3043,2878,7660,1879,1303,4809,4214,5267,1938,1798,1931,1758,3179,5014,4854
"TCGA-OV",2544,3510,10903,3481,1110,8097,3266,3034,1606,2228,3555,3445,8342,1574,933,4079,3174,10727,1376,1045,2367,1984,3340,6241,7875
"TCGA-OV",2638,2456,2571,1880,556,5991,2648,1909,2243,1876,2066,2360,4694,1658,478,2889,1782,6756,747,1277,4134,1373,2549,5769,6039
"TCGA-OV",1011,945,2335,862,393,5884,1727,851,775,709,973,1096,3005,1238,417,1331,553,1433,510,630,1179,996,1985,2334,1895
"TCGA-OV",1710,1804,3940,3174,440,7602,2898,2771,1886,1039,3249,3118,3581,859,611,1594,1854,5229,1106,372,2008,2121,3016,5974,5644
"TCGA-OV",4581,4118,12073,4551,1124,9477,6060,5455,6623,2383,6300,5698,10497,7871,2896,5857,7188,8155,1868,1169,8340,4155,3770,12656,8571
"TCGA-OV",685,960,1754,2261,701,7753,1873,606,985,591,1601,1172,1243,935,862,719,672,3047,407,277,486,691,1687,5512,959
"TCGA-OV",1388,1128,1866,1411,277,4238,2049,1059,1213,377,1876,1672,2075,1389,641,2703,1558,2498,894,810,1741,1866,1334,4727,3069
"TCGA-OV",3978,6605,7507,6314,1220,13609,3024,6101,3528,3464,6673,6951,11569,6983,1667,4489,4540,7919,1850,1552,9985,3956,4696,13410,10368
"TCGA-OV",2013,2143,6955,3515,1012,4198,2976,3674,1586,1434,3353,3714,5914,2540,1048,2673,3353,5756,2491,1216,3966,2862,2445,6346,3149
"TCGA-OV",821,1499,2671,2213,496,4736,2870,1322,764,628,1770,1588,1865,1240,617,1289,548,5986,622,323,594,1230,2718,3351,1917
"TCGA-OV",2056,1418,3479,2576,450,8262,3225,1910,960,1391,2917,2371,6508,1366,615,2975,1566,4367,1866,627,1063,1738,2974,4928,3348
"TCGA-OV",911,1027,2471,1731,285,6317,1875,695,591,550,1483,772,1488,810,468,946,814,2170,705,331,695,1032,2036,2402,1722
"TCGA-OV",905,1632,5690,2789,375,4123,1204,1197,1473,916,2210,2425,5408,2102,636,3143,1877,2368,574,1029,5278,2754,1921,7667,4061
"TCGA-OV",1772,3531,8100,4866,626,8306,3164,5058,3222,2904,2586,5735,7937,3749,1161,3005,2992,6427,835,1187,4768,2180,3404,8852,5206
"TCGA-OV",1468,1813,3885,1727,533,4879,2413,1887,1095,1296,2819,2866,4987,2653,769,2226,1680,2580,740,840,2471,1220,3468,4555,3019
"TCGA-OV",1120,2236,3727,1975,1085,5387,2220,2867,3051,1308,3872,2657,6153,1645,583,2647,2912,5067,1423,722,2775,1351,2232,7488,3811
"TCGA-OV",2561,4672,6299,3511,907,8580,3388,4046,3403,2117,3841,3901,9015,2007,1300,3317,1995,6384,2063,1419,6674,3569,2726,8721,4502
"TCGA-OV",4076,4846,8439,5673,823,10063,3519,5570,3414,3235,6612,7065,9570,7929,1174,8471,4428,6920,1712,2751,8366,2899,4317,15647,11357
"TCGA-OV",1980,2513,10002,5378,1867,12482,2193,3889,2859,3215,8019,4392,8477,7323,1846,6167,5296,7899,1886,2255,6108,4483,4232,16864,8585
"TCGA-OV",3607,2909,8839,5742,832,10321,4127,4009,3487,2276,4306,5711,6756,4192,1667,5181,6951,27705,1268,3571,13539,3619,4179,11070,10812
"TCGA-OV",5460,6429,11914,8148,2931,19399,8043,4563,5260,7158,6565,5318,14227,9159,5780,8567,8305,10162,2322,2017,12191,5053,10210,17603,12924
"TCGA-OV",2322,2947,6478,3068,747,10271,3195,2633,2470,1776,2526,3200,5549,1814,959,2670,3170,4418,931,1322,4812,1550,4396,7392,4889
"TCGA-OV",2759,3126,17702,8578,1481,9380,3629,3856,4243,1048,12134,4245,10275,3159,1028,4052,5524,6106,3413,1853,6207,2381,5725,10122,7862
"TCGA-OV",4699,2655,14583,7336,1391,13553,6075,3950,3307,1415,2795,5759,20009,3550,1252,4970,4780,12922,1804,2813,7892,3337,5800,12339,14308
"TCGA-OV",2704,2703,6961,3605,975,11072,3249,3343,2937,2473,4452,3740,7791,2428,857,2842,2714,5391,1178,1591,4963,2405,3358,9693,7341
"TCGA-OV",2481,6185,7296,5312,1008,7174,4011,8174,3613,2060,6365,8654,12795,6334,1076,3690,5559,11184,1591,1143,4410,2056,6505,11630,8786
"TCGA-LUAD",8484,3577,10409,7139,984,25701,5681,4055,1718,2401,5205,3537,22748,4264,1188,2531,3805,7107,1230,1017,2443,3842,6464,9969,7692
"TCGA-LUAD",3530,2861,8201,3989,653,13858,5251,4159,1428,1252,2605,2323,9769,2560,785,1554,2395,5621,1103,989,926,1515,3686,6346,6490
"TCGA-LUAD",8151,8607,8211,8436,2608,18710,8531,4572,6521,3251,11895,4930,11379,7874,170,4319,7777,14718,1244,1302,4074,2251,3377,21059,12764
"TCGA-LUAD",1220,1089,2271,3141,245,7408,1695,987,318,423,989,860,3655,1623,419,859,1173,1621,270,263,930,2780,1385,2821,1126
"TCGA-BRCA",1791,4560,12622,2872,588,8946,2067,4371,2597,2585,3443,4471,7849,1822,1351,4472,4588,3710,1642,1474,5726,3393,2357,7870,5913
"TCGA-BRCA",974,881,5387,2164,563,4370,1116,3185,1657,1326,1859,2243,5448,1638,526,1355,1117,3948,912,1313,1864,1401,1835,5671,3909
"TCGA-BRCA",1377,2011,3526,1753,227,3979,683,1108,791,789,1308,1115,2450,937,543,1411,840,1379,587,264,997,596,811,2750,1691
"TCGA-BRCA",1948,2918,6025,2863,543,6240,3084,2547,1533,1486,2680,2738,5016,2749,697,1691,1952,3814,1056,875,2670,1357,1740,5496,3847
"TCGA-COAD",2099,2454,3455,2443,659,5236,2094,1190,1442,1334,2695,1093,5060,3455,787,1468,1794,2583,916,1334,3322,2024,1795,3835,2424
"TCGA-OV",4515,7148,11411,6756,1736,7295,2549,4775,5304,3658,13046,5328,17285,6180,2487,2285,7868,9558,2219,2002,11208,5205,4107,17127,17869
"TCGA-LUAD",2795,5115,7151,3336,598,11867,2750,3175,3171,1985,3089,3801,6557,3122,964,2372,3564,6368,1634,757,3017,2390,3404,6912,4317
"TCGA-LUAD",1846,2318,4496,1942,592,12307,2545,1750,1219,967,2043,1478,4185,1540,957,1895,1730,3739,1088,1045,1601,1061,3170,3040,4539
"TCGA-LUAD",2487,2300,5517,3044,590,10773,2820,2695,1605,846,3427,3146,5354,2450,675,2218,2513,3610,1470,1009,1892,1343,3007,4827,3451
"TCGA-LUAD",2485,1439,3820,1620,573,9075,2217,865,1550,1069,2835,2305,4057,3936,1228,1359,2738,2608,590,377,834,887,2694,3719,1861
"TCGA-LUAD",252,275,458,271,117,1455,486,372,762,241,895,535,645,694,307,203,773,382,461,167,256,469,467,1388,415
"TCGA-LUAD",1885,2235,4283,2820,543,13828,2738,1223,1280,1211,2104,1239,2676,1718,960,1976,2129,4275,1510,962,1483,1359,2965,3158,3977
"TCGA-LUAD",1912,1086,1237,1939,359,5974,1942,1447,945,731,1786,2322,2988,2761,562,948,1369,2951,396,247,690,931,1306,2450,1546
"TCGA-LUAD",1739,2803,4431,3753,547,16459,2594,2631,2410,1313,3056,3478,5684,1920,793,2310,3308,8889,1217,795,1546,2427,4078,4631,6030
"TCGA-LUAD",540,1097,1250,716,562,4066,882,1058,3987,1050,1892,1623,2438,1374,988,693,2251,2012,612,427,1024,1317,1167,3899,1685
"TCGA-LUAD",2360,4336,6248,4175,645,10739,3160,3670,2446,1423,4256,2479,8237,5061,1312,2642,3245,6841,1828,907,2592,2482,3208,5666,4121
"TCGA-LUAD",2242,2669,4898,4106,291,13417,3602,3011,1575,905,3055,4107,6164,2731,849,3286,2381,3940,1215,1172,1884,1764,2869,5034,4793
"TCGA-LUAD",1499,1215,2323,1409,300,6612,1235,782,1287,736,1566,2404,3075,2498,711,1321,1576,1585,395,283,764,545,1479,3175,2189
"TCGA-LUAD",723,1114,1734,680,420,4117,1308,935,2393,899,1665,1254,3100,2195,1030,970,1891,1202,683,653,1108,1120,945,3952,1565
"TCGA-LUAD",2048,1778,4170,3682,199,3365,1442,1817,838,773,1572,1103,4750,1694,608,958,1547,2670,437,265,2057,1448,2595,3270,4533
"TCGA-LUAD",1549,2181,4498,1916,342,9554,1652,1616,1332,1259,1837,1717,4459,2721,754,1330,1761,3535,1007,813,2295,1499,1388,3730,3709
"TCGA-LUAD",2112,2490,5271,2037,501,12010,1644,1144,1696,2074,2945,1992,5017,4936,1409,1586,2677,3828,934,553,1789,1186,1943,5540,4747
"TCGA-LUAD",1491,2276,3909,2050,330,5251,2398,1880,1177,598,1551,2046,4333,1915,687,710,1240,1866,904,445,1736,1304,2095,4531,4758
"TCGA-LUAD",1842,2324,4334,1929,350,6200,1693,2265,1499,1042,3314,2328,5245,1862,570,1077,2026,3675,1072,562,2359,1337,1746,4232,3850
"TCGA-LUAD",1792,1921,3516,1388,426,5945,1326,1424,1585,1400,3555,2328,4591,2490,895,724,2611,2835,656,369,1565,900,1743,4603,3167
"TCGA-LUAD",655,623,937,581,364,4070,1173,826,2993,540,2091,1031,1884,1160,899,290,1535,1019,1131,439,646,1367,863,3477,1196
"TCGA-LUAD",1059,1200,2277,1061,225,2863,1050,966,643,468,1182,678,2336,1252,330,781,1085,1497,514,330,1074,646,759,1637,2241
"TCGA-LUAD",1214,1566,3171,1254,331,4721,1044,1542,1411,1640,2403,1192,5759,3873,870,925,2791,2167,799,318,1430,711,1898,2997,2805
"TCGA-LUAD",659,711,1372,640,533,4286,1011,1048,2200,859,1619,938,2661,2091,1162,430,2115,1140,826,464,905,994,1175,2971,680
"TCGA-LUAD",1122,1335,4155,853,433,4392,1623,2096,637,688,1610,1490,2356,2001,465,685,1342,2296,831,634,1289,673,756,1885,4024
"TCGA-LUAD",1820,1880,3192,1701,303,5233,1536,1599,1325,998,1812,1634,4500,2531,630,1592,1950,2460,935,603,2266,1299,2276,4277,5319
"TCGA-LUAD",961,1287,2514,817,198,3441,1988,1133,1121,584,2210,1351,2799,1453,671,724,841,3015,411,467,1303,672,920,3457,2330
"TCGA-LUAD",3362,5208,4348,4115,540,10955,3338,2781,2652,1612,4129,2441,8850,6177,1176,2209,3263,4188,1337,708,2971,2131,3126,8014,8534
"TCGA-LUAD",5674,2623,4068,7869,399,7994,2998,4024,1437,2146,3461,2670,8434,5813,936,1892,5313,9750,1043,501,3045,1719,2645,10382,14051
"TCGA-LUAD",2831,3562,8323,6461,682,16885,3277,4633,3240,1248,7585,2369,10075,8883,1140,2415,2982,3424,1032,855,2820,2255,4971,12082,6114
"TCGA-LUAD",5081,4046,9484,4317,656,7343,5280,4386,2636,1235,3763,4819,5674,3973,1114,1555,5691,3861,689,863,2837,2608,2412,7481,3780
"TCGA-LUAD",1224,3190,3278,2691,448,6040,1285,2770,1174,593,2084,2682,4453,1495,777,1246,1773,2389,868,668,1761,1234,1816,3205,2854
"TCGA-LUAD",1191,1808,4374,1445,665,4796,1515,1900,1532,779,1786,1729,4746,2165,859,1002,1393,1905,726,487,1793,820,1928,4620,3415
"TCGA-LUAD",1193,2405,5407,2399,680,5301,1536,2204,2157,1247,3481,1908,7196,3066,915,1559,1945,5234,845,620,2699,1052,1704,4004,5558
"TCGA-LUAD",1506,1169,2054,1445,179,3771,1072,1716,833,440,1481,1332,3764,1192,266,663,1801,2294,415,257,1074,594,1752,4485,2995
"TCGA-LUAD",1542,763,2528,1723,267,7334,1381,1899,1050,609,2125,1722,3895,1380,455,496,731,2463,447,368,353,759,1622,4057,2984
"TCGA-LUAD",950,488,2334,2187,258,2527,1006,1184,611,400,1516,667,3476,996,430,369,797,1687,439,259,683,747,1088,2739,2533
"TCGA-LUAD",3710,2981,17169,3494,684,16479,5246,3786,1631,1134,3865,2759,8140,2672,1680,2796,2515,5858,1941,1226,2711,2177,4463,7626,10289
"TCGA-LUAD",2579,3125,10810,3833,483,9405,2975,4113,2224,1636,4810,2441,10069,3464,1252,3240,2580,5788,1736,959,2971,2505,4305,7093,8026
"TCGA-LUAD",2744,2905,2366,3224,554,10056,4117,2084,858,1722,2868,1944,4998,1383,851,977,1319,2572,779,1809,1950,1137,4031,5022,3446
"TCGA-LUAD",1875,4826,3913,4304,388,8844,3614,1847,1819,1094,2644,1999,6732,2455,1138,767,1444,3074,958,731,1539,1467,4257,9357,5978
"TCGA-LUAD",2302,4633,10039,2789,824,8585,4523,2520,2028,1541,2863,2290,4766,2491,1407,3200,2249,4157,1302,1001,2133,1501,2897,5613,6964
"TCGA-LUAD",1017,1401,1601,2251,215,3886,1810,1397,480,772,1188,506,2793,1316,308,302,996,1240,425,138,503,509,1913,2931,3307
"TCGA-LUAD",2043,2215,3867,4069,297,4709,2442,2696,1136,944,2088,2625,5213,2256,482,1039,1840,3066,676,739,2154,1209,2679,5303,4394
"TCGA-LUAD",1552,2531,4803,1539,370,6155,1889,1886,1668,1032,2082,2334,4926,2629,785,1033,2161,3717,1165,773,1953,1143,2410,6092,4004
"TCGA-LUAD",1484,1350,2174,1591,137,5138,1673,1961,700,841,1813,1557,3968,1728,450,1453,2513,1431,611,370,992,1185,1696,3905,2745
"TCGA-LUAD",2138,886,3185,2379,412,3506,2951,878,1233,705,3337,1205,3782,2709,351,724,1209,2837,563,316,1363,3606,1405,5502,2398
"TCGA-LUAD",2792,2463,7351,4881,984,6646,2805,4661,1913,1397,3940,3202,10906,3161,895,2043,3040,3617,1216,1101,2682,1862,3512,4436,6796
"TCGA-LUAD",1160,1778,3972,2370,581,4797,2757,2688,1455,1079,2458,2296,8017,1867,767,2030,1454,2649,1104,468,2238,1315,1627,4606,6092
"TCGA-LUAD",1118,1368,3133,1292,286,3326,1204,1483,1122,570,1581,1345,3214,1546,520,703,786,2344,543,393,1050,639,1037,3016,2087
"TCGA-LUAD",680,3676,3351,1916,414,2945,1057,2192,1304,532,2219,2167,3280,2054,1008,731,766,2484,705,215,976,925,1997,4381,3614
"TCGA-LUAD",1068,3370,3978,3426,453,5075,1926,1997,858,1552,1886,2644,6284,2428,451,1868,1478,8917,1133,423,2100,773,1344,4052,5682
"TCGA-LUAD",898,1533,2316,1574,126,2614,1135,843,552,485,1143,658,2984,935,340,437,589,1151,391,260,858,385,1171,3715,3145
"TCGA-LUAD",1118,1217,2809,3096,348,4258,1938,1753,812,437,1277,1429,2640,1193,327,1283,892,2594,1108,239,1139,719,1231,2946,3208
"TCGA-LUAD",1138,1181,2087,1303,196,5979,1156,806,727,546,1106,691,2359,1020,469,712,901,1620,682,399,1008,658,1299,2253,2258
"TCGA-LUAD",1674,919,1948,1256,373,12187,2266,577,306,540,578,645,1135,791,599,432,698,905,492,313,347,464,2228,1290,1172
"TCGA-LUAD",2018,1753,3454,2057,312,6038,2229,1835,1760,1270,2795,2135,3885,3821,553,1613,2916,4164,565,892,2412,1138,936,7473,3328
"TCGA-LUAD",1541,1102,3801,1584,326,3440,1735,1554,1226,847,1359,1210,4702,1755,509,930,1626,1500,552,377,1342,630,1210,3670,2911
"TCGA-LUAD",1177,1891,3504,3469,288,3556,1426,1068,1066,471,1087,983,3459,3290,590,1816,1729,2234,618,485,192,950,1640,5111,3433
"TCGA-LUAD",1652,2100,2270,1722,277,5026,1707,1215,1249,1093,4125,1006,4916,1989,463,951,1606,2466,642,501,1415,1124,1613,3879,2901
